Topic,Words,Frequency,Timestamp
32,"кремлём, кремлёвский, видео, теракта, кадры",2,2025-12-05 00:00:00+00:00
33,"вмешательства, угрозой, возглавит, совета безопасности, террористической организации",2,2025-12-05 00:00:00+00:00
36,"замглавы мид, замминистра, замглавы, заместителем, заместителя",1,2025-12-05 00:00:00+00:00
37,"сайты, сайтов, сайт, интернета, интернет",3,2025-12-05 00:00:00+00:00
40,"введут, украине, украины, украина, законопроект",2,2025-12-05 00:00:00+00:00
41,"корея, корее, кореи, товарищам, родина",1,2025-12-05 00:00:00+00:00
43,"ракеты, пусковые установки, белоруссия, ракет, ядерного оружия",1,2025-12-05 00:00:00+00:00
44,"проинформировал, сообщил дмитрий, убийстве, главнокомандующий, обстреле",3,2025-12-05 00:00:00+00:00
45,"нашего общества, человек, убийство, мораль, миг",1,2025-12-05 00:00:00+00:00
48,"русофобия, россию, недружественных стран, россией, недружественных",2,2025-12-05 00:00:00+00:00
50,"российского лидера, александр лукашенко, лукашенко, белоруссию, белоруссия",2,2025-12-05 00:00:00+00:00
51,"беспилотных, противовоздушной обороны, наши бойцы, дронов, противовоздушной",3,2025-12-05 00:00:00+00:00
52,"законодательно, россии необходимо, законопроекта, законопроекту, законопроект",5,2025-12-05 00:00:00+00:00
53,"санкций, пакет санкций, россия начала, антироссийского, взялись",1,2025-12-05 00:00:00+00:00
58,"правительство, правительство рф, правительством, премьер министра, соглашения",1,2025-12-05 00:00:00+00:00
59,"иран, провёл встречу, переговоры, тегеран, проведет переговоры",1,2025-12-05 00:00:00+00:00
